,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,HeatingQC,BsmtQual,KitchenQual,ExterQual
878,5,1155,2,576,1109,1155,1,6,1961,1995,1987.0,0.0,0,4,3,2,3
879,5,864,1,336,864,864,1,6,1978,2005,1978.0,90.0,0,0,3,3,2
880,5,1090,2,450,1090,1090,1,5,2005,2006,2005.0,0.0,0,2,0,3,3
881,7,1717,2,400,1156,1187,2,7,1990,1991,1990.0,117.0,1,0,2,2,2
882,6,1593,2,389,808,808,2,7,1992,1993,1993.0,0.0,1,2,2,3,3
883,4,2230,1,440,795,954,1,10,1912,1950,1997.0,0.0,0,4,3,3,2
884,5,892,1,288,892,892,1,5,1967,1967,1967.0,60.0,0,4,3,3,3
885,9,1709,2,506,1698,1709,2,5,1999,2000,1999.0,60.0,1,0,0,2,2
886,5,1712,2,588,1626,1712,2,8,1959,2005,2005.0,122.0,0,0,3,3,3
887,5,1393,1,300,816,872,1,8,1955,1955,1955.0,0.0,0,4,3,3,3
888,8,2217,2,621,2217,2217,2,8,1970,1970,1970.0,0.0,1,0,3,2,2
889,6,1505,2,505,1505,1505,1,6,1953,1953,1953.0,90.0,1,0,3,3,3
890,5,924,2,576,672,672,1,6,1949,2006,2003.0,0.0,1,0,3,3,3
891,6,1683,2,440,918,918,2,7,1978,1978,1978.0,92.0,1,2,3,3,3
892,6,1068,1,264,1059,1068,1,6,1963,2003,1963.0,0.0,0,4,3,3,3
893,5,1383,1,354,1383,1383,1,6,1954,1954,1954.0,0.0,1,4,2,3,3
894,5,1535,2,400,0,1535,2,8,1979,1979,1979.0,0.0,0,4,-1,3,3
895,6,1796,2,483,780,983,1,8,1963,1963,1963.0,415.0,1,4,3,3,3
896,4,951,1,327,951,951,1,6,1936,1950,1936.0,0.0,0,0,3,3,3
897,5,2240,2,528,0,1120,2,12,1979,1979,1979.0,0.0,0,4,-1,3,3
898,9,2364,3,820,2330,2364,2,11,2009,2010,2009.0,760.0,2,0,0,0,0
899,5,1236,1,288,912,1236,1,6,1961,1994,1961.0,0.0,1,4,3,3,3
900,4,858,1,684,858,858,1,4,1971,1971,1979.0,0.0,0,4,3,3,3
901,5,1306,1,756,992,1306,1,5,1957,2000,1968.0,0.0,0,4,3,3,3
902,7,1509,2,393,783,807,2,8,2003,2003,2003.0,0.0,1,0,2,2,2
903,7,1670,3,690,1670,1670,2,7,2006,2006,2006.0,27.0,1,0,2,2,2
904,5,902,1,288,876,902,1,6,1967,1967,1967.0,75.0,0,4,3,3,3
905,5,1063,1,280,1056,1063,1,6,1954,1954,1954.0,110.0,0,4,3,3,3
906,8,1636,3,865,1623,1636,2,8,2006,2006,2006.0,208.0,1,0,2,2,2
907,7,2057,1,180,1017,1020,1,6,1936,1987,1936.0,0.0,1,2,2,2,2
908,5,902,2,484,864,902,1,5,1983,1983,1983.0,0.0,0,4,2,3,3
909,6,1484,2,390,742,742,2,8,2005,2005,2005.0,0.0,1,0,2,2,2
910,5,2274,2,480,1105,1105,2,12,1960,1960,1960.0,361.0,0,4,3,3,3
911,5,1268,1,252,1268,1268,1,5,1977,1989,1978.0,0.0,0,4,2,2,3
912,5,1015,1,450,768,1015,1,6,1925,1950,1925.0,0.0,0,4,3,3,3
913,5,2002,3,871,1001,1001,2,8,1949,1950,1949.0,0.0,0,4,3,3,3
914,6,1224,2,528,612,612,2,4,2009,2009,2009.0,76.0,0,0,2,2,2
915,4,1092,1,286,546,546,1,6,1970,1970,1970.0,80.0,0,1,3,3,3
916,2,480,1,308,480,480,0,4,1949,1950,1958.0,0.0,0,4,3,3,3
917,4,1229,1,284,1134,1229,1,6,1956,1956,1956.0,0.0,0,0,3,3,3
918,7,2127,3,833,1104,912,2,8,1991,1991,1991.0,0.0,1,0,0,2,2
919,6,1414,2,601,1184,1414,1,6,1958,2002,1990.0,0.0,1,0,2,3,0
920,6,1721,2,471,928,936,2,7,1994,1994,1994.0,105.0,0,0,2,2,2
921,5,2200,0,0,1272,1272,2,9,1900,2003,,0.0,0,2,3,3,3
922,6,1316,2,397,1316,1316,2,6,2005,2006,2005.0,0.0,1,0,2,2,2
923,6,1617,2,533,1604,1617,2,5,1993,1994,1993.0,0.0,1,0,2,2,2
924,6,1686,2,612,1686,1686,2,7,1980,1980,1980.0,157.0,1,4,2,3,3
925,5,1126,2,540,1126,1126,2,6,1977,1977,1977.0,0.0,0,4,2,0,3
926,8,2374,3,656,1181,1234,2,10,2003,2004,2003.0,340.0,1,0,2,0,2
927,7,1978,2,486,832,1098,2,9,1968,1968,1968.0,342.0,1,2,3,3,3
928,8,1788,2,522,1753,1788,2,7,2001,2001,2001.0,0.0,1,0,2,0,2
929,7,2236,2,642,964,993,2,8,1997,1997,1997.0,285.0,1,2,2,2,3
930,8,1466,3,610,1466,1466,2,7,2007,2007,2007.0,0.0,0,0,2,2,2
931,5,925,1,429,925,925,1,5,1965,1965,1965.0,0.0,0,0,3,3,3
932,9,1905,3,788,1905,1905,2,8,2006,2006,2006.0,302.0,1,0,0,0,0
933,7,1500,2,570,1500,1500,2,6,2004,2004,2004.0,210.0,0,0,2,2,2
934,7,2069,2,505,585,2069,2,9,1960,2007,1960.0,0.0,1,0,2,2,3
935,4,747,2,528,600,747,1,5,1926,1953,1953.0,108.0,0,2,1,3,3
936,7,1200,2,555,1176,1200,2,5,2003,2003,2003.0,,0,0,2,2,2
937,7,1971,2,689,1113,1113,2,8,2005,2005,2005.0,0.0,1,0,2,2,2
938,7,1962,3,868,1391,1391,2,7,2006,2006,2006.0,0.0,0,0,2,2,2
939,7,2403,1,349,1032,1207,2,10,1940,1950,1940.0,0.0,2,0,3,3,3
940,6,1728,2,574,1728,1728,2,8,1976,1976,1976.0,0.0,0,4,3,3,3
941,7,2060,2,390,992,1022,2,8,1999,1999,1999.0,298.0,1,0,2,2,2
942,4,1440,0,0,1440,1440,2,8,1977,1977,,0.0,0,4,2,3,3
943,5,1632,2,576,1632,1632,2,8,1967,1967,1967.0,0.0,0,4,3,3,3
944,6,1344,2,525,819,1344,1,7,1958,1958,1958.0,541.0,1,2,3,2,3
945,5,1869,2,456,1088,1188,1,7,1890,1996,1963.0,0.0,0,4,3,3,3
946,5,1144,1,796,1144,1144,1,6,1959,1959,1959.0,128.0,1,4,3,3,3
947,8,1629,3,808,1616,1629,2,9,2002,2003,2002.0,236.0,1,0,2,2,2
948,7,1776,2,474,936,936,2,7,2002,2002,2002.0,144.0,1,0,2,2,2
949,6,1381,2,676,1161,1381,1,5,1972,2006,1972.0,0.0,1,4,3,2,3
950,5,864,2,720,864,864,1,5,1950,2002,1980.0,0.0,0,2,3,2,3
951,5,965,1,300,828,965,1,6,1965,1965,1979.0,0.0,0,2,3,3,3
952,5,768,1,396,768,768,1,5,1972,2003,1974.0,0.0,0,2,2,3,3
953,5,1968,2,530,784,1168,2,7,1969,1969,1969.0,232.0,1,0,3,3,3
954,6,980,0,0,945,980,2,4,1975,1975,,250.0,0,4,2,3,3
955,6,1958,2,492,979,979,2,8,1946,1950,1946.0,423.0,0,4,2,3,3
956,6,1229,2,462,561,561,1,5,1980,1980,1980.0,0.0,1,4,2,3,3
957,5,1057,2,576,1057,1057,1,6,1962,1962,1977.0,0.0,0,4,3,3,3
958,7,1337,2,531,1337,1337,2,6,2003,2003,2003.0,0.0,0,0,2,2,2
959,7,1416,2,484,696,696,2,6,1999,1999,1999.0,0.0,0,0,2,2,2
960,5,858,0,0,858,858,1,4,1958,2008,,0.0,0,2,3,3,3
961,6,2872,2,619,1330,1542,2,11,1977,1995,1977.0,424.0,1,4,2,3,3
962,6,1548,2,440,804,804,2,7,1976,1976,1976.0,0.0,1,4,2,2,3
963,9,1800,2,702,1800,1800,2,7,2007,2007,2007.0,0.0,0,0,0,0,2
964,7,1894,2,510,817,824,2,8,2002,2003,2002.0,44.0,1,0,2,2,2
965,6,1484,2,393,783,783,2,8,2005,2007,2005.0,0.0,1,0,2,2,2
966,5,1308,1,256,728,976,1,7,1940,1950,1940.0,0.0,2,0,3,3,2
967,5,1098,1,260,1098,1098,1,6,1955,1955,1955.0,151.0,0,4,3,3,3
968,3,968,0,0,600,600,1,6,1910,1950,,0.0,0,1,3,3,3
969,6,1095,1,264,588,1095,1,6,1958,1958,1958.0,105.0,0,4,3,3,3
970,4,1192,0,0,720,720,1,6,1949,1950,,0.0,0,4,3,3,3
971,7,1626,2,474,764,764,2,6,2003,2004,2003.0,106.0,0,0,2,2,2
972,6,918,1,264,918,918,2,5,1979,1979,1979.0,0.0,1,4,2,3,3
973,7,1428,2,480,1428,1428,2,6,2007,2008,2007.0,,0,0,2,2,2
974,7,2019,2,532,728,1136,1,8,1910,1993,1997.0,0.0,0,4,2,2,3
975,7,1382,2,490,673,673,2,6,2000,2000,2000.0,0.0,0,0,2,2,2
976,4,869,0,0,440,869,1,4,1923,1958,,0.0,0,4,2,1,3
977,7,1241,2,569,1241,1241,1,4,2006,2007,2007.0,,0,0,2,2,2
978,4,894,2,400,894,894,1,5,1954,1954,1999.0,0.0,0,0,3,3,3
979,5,1121,2,480,1121,1121,1,5,1963,1963,1963.0,0.0,0,4,3,3,3
980,7,999,2,588,944,999,1,6,1961,2007,1961.0,210.0,0,2,3,0,0
981,8,2612,3,676,1225,1276,2,8,1998,1999,1998.0,975.0,1,0,2,2,2
982,7,1266,2,388,1266,1266,2,6,2007,2007,2007.0,16.0,1,0,2,2,2
983,8,2290,2,779,1128,1149,2,9,2002,2002,2002.0,0.0,1,0,2,2,2
984,5,1734,2,539,0,1302,2,8,1977,1977,1977.0,0.0,0,4,-1,2,3
985,5,1164,1,240,1164,1164,1,5,1950,1950,1950.0,0.0,0,4,3,3,3
986,6,1635,1,255,485,1001,1,5,1910,2003,1950.0,0.0,0,2,3,2,3
987,9,1940,3,606,1930,1940,2,8,2009,2010,2010.0,450.0,1,0,0,0,0
988,6,2030,2,551,848,1118,2,8,1976,1976,1976.0,298.0,1,4,3,2,3
989,7,1576,2,614,770,778,2,6,2006,2006,2006.0,0.0,0,0,2,2,2
990,8,2392,3,870,1396,1407,2,7,1997,1998,1997.0,423.0,1,0,2,2,2
991,8,1742,2,424,916,916,1,8,1882,1986,1925.0,0.0,1,2,3,2,2
992,6,1851,2,440,822,1020,2,7,1964,1993,1964.0,340.0,1,2,3,2,3
993,6,1500,2,564,750,750,2,6,2005,2006,2005.0,0.0,0,0,2,2,3
994,10,1718,3,786,1700,1718,2,7,2006,2007,2008.0,230.0,1,0,0,0,0
995,4,1230,1,305,747,774,1,5,1946,1950,1946.0,0.0,0,4,3,3,3
996,5,1050,1,368,1050,1050,1,6,1961,1961,1961.0,0.0,0,4,3,3,3
997,6,1442,2,615,1442,1442,2,6,1970,1970,1970.0,571.0,1,4,3,3,3
998,3,1077,1,210,1007,1077,1,6,1922,1950,1922.0,0.0,1,1,3,3,3
999,7,1208,2,632,1187,1208,2,6,2006,2006,2006.0,24.0,0,0,2,2,2
1000,3,944,2,528,0,944,1,4,1952,1952,1956.0,0.0,0,1,-1,1,3
1001,5,691,1,216,691,691,1,4,1920,1950,1920.0,0.0,0,0,1,0,3
1002,8,1574,3,824,1574,1574,2,7,2006,2006,2006.0,53.0,1,0,2,2,2
1003,5,1680,2,528,1680,1680,2,8,1976,1976,1976.0,164.0,0,1,3,3,3
1004,7,1504,2,457,1346,1504,2,7,2005,2006,2005.0,16.0,1,0,2,2,2
1005,5,985,1,328,985,985,2,6,1977,1977,1977.0,220.0,0,4,2,3,2
1006,6,1657,2,484,1657,1657,2,7,1970,1970,1970.0,0.0,1,2,2,3,3
1007,4,1092,1,286,546,546,1,6,1970,1970,1970.0,0.0,0,4,3,3,3
1008,7,1710,2,550,1710,1710,2,7,2004,2005,2004.0,108.0,1,0,0,2,2
1009,5,1522,0,0,1008,1008,2,7,1926,1950,,0.0,0,0,3,3,3
1010,5,1271,1,312,720,720,2,7,1948,1950,1948.0,0.0,1,4,3,3,3
1011,5,1664,0,0,0,1664,2,8,1965,1965,,0.0,0,4,-1,3,3
1012,6,1502,1,180,602,900,1,7,1923,1996,1923.0,0.0,2,4,3,2,3
1013,5,1022,1,280,1022,1022,1,4,1910,2006,1956.0,0.0,0,4,3,3,3
1014,6,1082,1,240,1082,1082,1,5,1948,1950,1948.0,206.0,1,4,3,3,3
1015,8,1665,2,528,810,810,2,6,2001,2001,2001.0,0.0,0,0,2,2,2
1016,7,1504,2,478,1504,1504,2,6,1996,1996,1996.0,196.0,1,0,2,2,2
1017,8,1360,2,565,1220,1360,1,4,1984,1984,1984.0,0.0,1,2,2,2,2
1018,7,1472,2,402,384,802,2,7,1991,1992,1991.0,76.0,1,2,2,2,2
1019,7,1506,2,440,1362,1506,2,6,2005,2005,2005.0,145.0,1,0,2,2,2
1020,4,1132,2,451,1132,1132,1,5,2005,2005,2005.0,0.0,0,0,2,2,3
1021,7,1220,2,632,1199,1220,2,6,2006,2006,2006.0,84.0,0,0,2,2,2
1022,5,1248,1,160,912,912,1,6,1930,1950,1957.0,0.0,0,2,3,3,3
1023,7,1504,2,437,1346,1504,2,7,2005,2006,2005.0,14.0,1,0,2,2,2
1024,8,2898,2,665,1565,2898,2,10,1976,1976,1976.0,0.0,1,4,2,2,2
1025,5,882,2,461,882,882,1,5,1972,1972,1980.0,0.0,0,4,3,3,3
1026,5,1264,2,461,1268,1264,1,6,1960,1960,1960.0,324.0,2,4,3,3,3
1027,8,1646,3,800,1638,1646,2,7,2007,2008,2008.0,338.0,1,0,2,2,2
1028,5,1376,1,240,768,968,1,6,1941,1950,1941.0,0.0,1,4,3,3,3
1029,6,1218,1,264,672,672,1,7,1972,1972,1972.0,281.0,0,2,3,3,3
1030,5,1928,0,0,686,948,2,10,1916,1995,,0.0,0,2,3,3,3
1031,7,3082,2,672,824,1687,2,12,1920,1970,1970.0,0.0,2,0,3,3,3
1032,8,2520,3,796,1338,1352,2,10,1993,1993,1993.0,0.0,1,0,2,2,2
1033,7,1654,3,900,1654,1654,2,6,2002,2002,2002.0,295.0,0,0,2,2,2
1034,5,954,1,240,920,954,1,5,1938,1950,1938.0,0.0,1,0,1,1,3
1035,4,845,1,290,0,845,1,5,1957,1957,1957.0,0.0,0,0,-1,3,3
1036,9,1620,3,912,1620,1620,2,6,2007,2008,2008.0,70.0,1,0,0,0,2
1037,8,2263,2,905,1055,1055,2,7,2001,2002,2001.0,396.0,1,0,2,2,2
1038,4,1344,0,0,546,798,1,6,1970,2008,,0.0,1,4,3,3,3
1039,4,630,1,286,630,630,1,3,1970,1970,1970.0,0.0,0,4,2,3,3
1040,5,1803,2,484,1134,1803,2,8,1957,2000,1957.0,67.0,1,0,3,3,3
1041,6,1632,2,484,800,800,1,7,1966,2000,1966.0,252.0,0,2,3,2,3
1042,6,1306,2,624,1306,1306,2,5,2005,2005,2005.0,135.0,1,0,2,2,2
1043,7,2329,2,514,1475,1532,2,10,1990,1990,1990.0,99.0,1,0,2,2,3
1044,8,2524,2,542,2524,2524,2,9,1981,1981,1981.0,0.0,1,4,2,2,2
1045,3,1733,2,452,0,1733,2,8,1955,1955,1955.0,0.0,1,0,-1,3,3
1046,9,2868,3,716,1992,1992,3,11,2005,2006,2005.0,208.0,1,0,0,0,2
1047,5,990,2,672,990,990,1,5,1994,1995,1996.0,0.0,0,0,2,3,3
1048,5,1771,2,336,0,1771,1,9,1960,2006,1960.0,75.0,1,4,-1,3,3
1049,4,930,1,308,0,930,1,6,1946,2006,1946.0,0.0,0,0,-1,2,3
1050,7,1302,2,436,1302,1302,2,6,2007,2007,2007.0,0.0,0,0,2,2,2
1051,7,1316,2,440,1316,1316,2,6,2007,2007,2007.0,0.0,1,0,2,2,2
1052,6,1977,2,540,816,1127,1,9,1964,1978,1964.0,272.0,1,4,3,3,3
1053,5,1526,1,364,1216,1526,1,7,1957,2002,1957.0,145.0,1,0,3,3,3
1054,8,1989,2,586,1065,1091,2,7,2002,2002,2002.0,210.0,1,0,2,2,2
1055,6,1523,2,478,1193,1523,2,7,1976,1976,1976.0,160.0,1,4,2,3,3
1056,7,1364,2,484,1364,1364,2,6,2005,2005,2005.0,240.0,1,0,2,2,2
1057,7,1850,2,467,973,979,2,7,1994,1994,1994.0,0.0,1,0,2,2,2
1058,9,2184,3,836,1104,1130,2,10,2008,2008,2008.0,154.0,1,0,0,0,0
1059,6,1991,2,432,854,1096,1,7,1932,1950,1977.0,480.0,1,4,3,3,3
1060,8,1338,2,582,1338,1338,2,6,2001,2001,2001.0,0.0,0,0,2,2,2
1061,3,894,3,1248,894,894,1,6,1935,1950,1994.0,0.0,0,4,3,3,1
1062,5,2337,2,560,662,1422,2,10,1900,1950,1945.0,0.0,0,4,3,3,3
1063,6,1103,2,440,1103,1103,1,5,1925,1980,1976.0,0.0,1,2,3,2,3
1064,5,1154,2,480,1154,1154,1,6,1966,1966,1966.0,200.0,1,0,3,3,3
1065,7,2260,2,533,1306,1306,2,7,1996,1997,1996.0,0.0,0,0,0,2,2
1066,6,1571,2,380,799,799,2,7,1993,1994,1993.0,0.0,1,2,2,3,2
1067,6,1611,2,442,780,798,1,7,1964,1964,1964.0,360.0,0,4,3,3,3
1068,6,2521,2,576,942,1291,2,10,1973,1973,1973.0,0.0,1,2,2,3,3
1069,5,893,2,576,845,893,1,4,1949,2003,1985.0,0.0,0,4,3,2,3
1070,5,1048,1,286,1048,1048,1,6,1956,1956,1956.0,120.0,0,4,3,3,3
1071,6,1556,2,441,727,829,1,8,1968,1968,1968.0,0.0,0,0,3,3,3
1072,5,1456,1,280,810,1002,1,7,1948,1950,1954.0,0.0,1,1,1,3,3
1073,6,1426,2,440,690,698,1,6,1977,1977,1977.0,140.0,0,4,3,3,3
1074,7,1240,3,826,1240,1240,2,5,2006,2006,2006.0,0.0,0,0,2,2,2
1075,7,1740,1,240,800,960,1,6,1940,1984,1940.0,0.0,2,4,3,3,3
1076,5,1466,2,566,796,1096,2,7,1936,1989,1950.0,0.0,1,2,1,2,3
1077,5,1096,1,299,1096,1096,1,6,1969,1969,1969.0,0.0,0,0,3,3,3
1078,6,848,2,420,848,848,1,3,2004,2004,2004.0,169.0,1,0,2,2,2
1079,5,990,1,299,990,990,1,5,1994,1994,1996.0,0.0,0,2,2,3,3
1080,6,1258,2,528,1258,1258,2,5,1971,2004,1971.0,144.0,0,0,3,2,2
1081,5,1040,1,308,1040,1040,1,5,1963,1963,1963.0,0.0,0,1,3,3,3
1082,7,1459,2,527,1459,1459,2,6,2002,2002,2002.0,100.0,1,0,2,2,2
1083,6,1251,1,461,1251,1251,1,6,1964,1964,1964.0,425.0,2,4,3,3,3
1084,6,1498,2,409,691,691,2,6,1995,1996,1995.0,0.0,1,2,2,3,3
1085,6,996,2,564,936,996,1,5,1992,1992,1992.0,0.0,0,0,2,2,3
1086,4,1092,1,286,546,546,1,6,1973,1973,1973.0,0.0,0,4,3,3,3
1087,8,1953,3,1043,1082,1082,2,9,2005,2006,2005.0,0.0,1,0,2,2,2
1088,7,1709,2,380,970,970,2,7,2004,2004,2004.0,50.0,0,0,2,2,2
1089,8,1247,2,550,1247,1247,1,4,2005,2005,2005.0,0.0,1,0,2,2,2
1090,3,1040,2,400,0,1040,2,6,1950,1950,1987.0,0.0,0,1,-1,3,3
1091,7,1252,2,462,600,624,2,4,1999,2000,1999.0,212.0,0,0,2,2,2
1092,6,1694,2,576,1181,1390,2,7,1925,1950,1925.0,0.0,1,1,3,3,3
1093,5,1200,2,884,864,1200,1,6,1965,1998,1977.0,166.0,0,2,3,2,3
1094,5,936,1,308,936,936,1,4,1956,2000,1956.0,0.0,0,0,3,3,3
1095,6,1314,2,440,1314,1314,2,6,2006,2006,2006.0,0.0,1,2,2,2,2
1096,6,1355,0,0,684,773,1,7,1914,2006,,0.0,0,4,3,2,3
1097,8,1088,2,461,1074,1088,1,5,1986,1986,1987.0,0.0,0,0,2,2,2
1098,4,1324,1,240,672,757,1,6,1936,1950,1936.0,0.0,0,4,3,3,3
1099,7,1601,2,478,1271,1601,2,7,1978,1978,1978.0,206.0,1,4,2,3,3
1100,2,438,1,246,290,438,1,3,1920,1950,1930.0,0.0,0,4,3,1,3
1101,5,950,1,280,950,950,1,5,1971,1971,1981.0,0.0,0,4,3,3,3
1102,5,1134,1,254,1010,1134,1,6,1960,2002,1960.0,45.0,0,0,3,3,3
1103,6,1194,2,539,655,1194,1,6,1959,1959,1954.0,0.0,1,0,3,3,3
1104,5,1302,2,440,630,630,2,6,1970,1970,1970.0,304.0,0,4,3,3,3
1105,8,2622,2,712,1463,1500,2,9,1994,1995,1994.0,362.0,2,0,0,2,2
1106,7,1442,2,719,910,1442,2,6,1990,1991,1990.0,0.0,1,2,2,2,2
1107,7,2021,2,422,868,887,2,9,2006,2006,2006.0,0.0,1,0,0,2,2
1108,6,1690,2,463,924,948,2,7,2000,2000,2000.0,0.0,1,0,2,3,3
1109,8,1836,3,862,1836,1836,2,7,2004,2005,2004.0,42.0,1,0,0,2,2
1110,6,1658,2,431,773,773,2,8,1995,1996,1995.0,0.0,1,2,2,3,3
1111,7,1964,2,483,803,1098,2,8,1976,1976,1976.0,660.0,1,4,3,3,3
1112,5,816,1,308,816,816,1,5,1957,1957,1957.0,0.0,0,4,3,3,3
1113,5,1008,1,240,1008,1008,1,6,1953,2006,1953.0,0.0,0,2,3,2,3
1114,5,833,1,326,833,833,1,4,1954,2000,1955.0,0.0,0,0,3,2,3
1115,8,1734,3,928,1734,1734,2,7,2007,2007,2007.0,328.0,1,0,0,0,2
1116,8,1419,2,527,408,779,2,7,2002,2002,2002.0,0.0,1,0,2,2,2
1117,5,894,2,450,894,894,1,5,1967,2003,1967.0,0.0,0,0,3,2,3
1118,5,1601,1,300,533,1021,1,6,1958,1987,1958.0,0.0,0,4,3,3,3
1119,5,1040,1,286,1040,1040,1,6,1959,1959,1959.0,0.0,0,4,3,3,3
1120,6,1012,1,308,1012,1012,1,6,1920,1950,1920.0,0.0,1,4,3,3,3
1121,7,1552,3,782,1552,1552,2,7,2005,2006,2005.0,196.0,0,0,2,2,2
1122,4,960,1,288,672,960,1,5,1956,1956,1956.0,0.0,0,0,3,3,3
1123,5,698,0,0,698,698,1,4,1947,2008,,0.0,0,0,3,3,3
1124,7,1482,2,392,384,812,2,7,1992,1992,1992.0,170.0,1,2,2,2,3
1125,4,1005,2,672,1005,1005,1,5,1955,1955,1977.0,0.0,1,4,3,1,3
1126,7,1555,3,660,1373,1555,2,7,2007,2007,2007.0,130.0,1,0,2,2,2
1127,7,1530,3,630,1530,1530,2,7,2004,2004,2004.0,0.0,1,0,2,2,2
1128,7,1959,2,434,847,847,2,8,2004,2005,2004.0,0.0,1,0,2,2,2
1129,5,936,2,672,936,936,1,4,1980,1980,1980.0,180.0,0,4,2,3,3
1130,4,1981,2,576,1122,1328,2,7,1928,1950,1981.0,0.0,2,4,3,2,3
1131,5,974,0,0,974,974,1,5,1991,1992,,0.0,0,4,2,3,3
1132,6,2210,1,205,1008,1178,2,8,1880,1950,1930.0,0.0,0,4,3,1,3
1133,8,2020,2,466,1128,1142,2,8,1995,1995,1995.0,0.0,1,0,2,2,2
1134,6,1600,2,460,916,916,2,7,1997,1997,1997.0,0.0,1,2,2,3,3
1135,6,986,1,180,960,986,1,5,1926,1950,1926.0,0.0,1,4,3,3,3
1136,6,1252,1,288,1032,1032,1,6,1950,1950,1950.0,0.0,0,4,3,3,3
1137,5,1020,0,0,780,780,1,6,1875,1996,,0.0,0,2,3,3,3
1138,6,1567,2,714,1567,1567,2,5,1977,1977,1977.0,0.0,2,4,3,2,3
1139,5,1167,2,495,915,1167,1,6,1920,1950,1972.0,0.0,1,4,3,3,3
1140,5,952,2,840,952,952,1,4,1951,1951,1988.0,0.0,0,4,3,3,3
1141,5,1868,2,484,780,1088,2,9,1976,1976,1976.0,44.0,1,0,3,2,3
1142,8,2828,3,1052,1466,1466,3,11,2006,2007,2006.0,340.0,1,0,0,2,2
1143,5,1006,0,0,1006,1006,1,5,1959,1959,,0.0,0,4,3,3,3
1144,4,924,1,280,672,672,1,5,1941,1950,1941.0,0.0,0,1,2,1,3
1145,5,1576,1,225,1042,1042,1,8,1928,1950,1928.0,0.0,1,0,3,3,3
1146,6,1298,2,403,1298,1298,2,5,1985,1985,1985.0,85.0,1,4,2,2,2
1147,7,1564,1,234,704,860,1,7,1941,1950,1941.0,0.0,1,0,3,1,3
1148,7,1111,1,288,572,572,1,5,1926,1950,1982.0,0.0,1,4,3,3,3
1149,7,1482,2,324,650,832,1,7,1920,1988,1930.0,0.0,0,0,3,3,3
1150,6,932,1,306,932,932,1,4,1950,1950,1950.0,0.0,1,0,3,2,3
1151,5,1466,2,528,1466,1466,1,6,1959,1959,1959.0,132.0,2,4,3,1,3
1152,6,1811,2,470,1073,1811,1,6,1956,2004,1956.0,0.0,1,0,3,0,3
1153,6,816,1,432,816,816,1,5,1930,2007,2002.0,0.0,0,0,3,3,2
1154,7,1820,2,492,864,902,1,8,1965,1988,1965.0,288.0,2,4,3,2,3
1155,5,1437,2,528,1437,1437,2,6,1976,2004,1976.0,0.0,1,4,2,2,2
1156,5,1265,2,502,1219,1265,2,6,1965,1999,1965.0,0.0,1,2,3,2,3
1157,7,1314,2,626,1314,1314,2,6,2007,2008,2008.0,166.0,1,0,2,2,2
1158,8,1580,3,830,1580,1580,2,7,2007,2008,2008.0,186.0,0,0,2,2,2
1159,6,1876,2,540,901,943,2,8,1974,1974,1974.0,270.0,1,4,3,2,2
1160,6,1456,2,440,855,855,2,7,1978,1978,1978.0,0.0,1,1,2,3,3
1161,6,1640,2,924,1296,1640,1,7,1954,2006,1993.0,72.0,1,0,3,2,2
1162,5,894,2,450,894,894,1,5,1968,1968,1968.0,0.0,1,2,2,3,3
1163,4,1258,2,400,1198,1258,0,6,1969,1969,1969.0,0.0,0,4,2,3,3
1164,5,1432,2,588,1360,1432,1,5,1978,1978,1978.0,0.0,1,0,2,2,3
1165,7,1502,2,644,1502,1502,2,7,2009,2009,2009.0,268.0,0,0,2,2,2
1166,8,1694,3,776,1694,1694,2,7,2008,2008,2008.0,72.0,0,0,2,2,2
1167,6,1671,2,472,959,959,2,7,2000,2000,2000.0,0.0,1,0,2,3,3
1168,6,2108,2,540,1127,1236,2,7,1935,1986,1935.0,0.0,2,0,3,2,3
1169,10,3627,3,807,1930,1831,3,10,1995,1996,1995.0,1378.0,1,0,0,2,2
